ID,Name,Keywords,CodeString,MasterID
1,length,"misc,raw,lengthDependent",ST_length,1
2,mean,"distribution,location,raw,locationDependent",DN_mean,5
3,harmonic_mean,"distribution,location,raw,locationDependent",DN_hmean,6
4,median,"distribution,location,raw,locationDependent",DN_median,8
5,trimmed_mean_1,"distribution,location,raw,locationDependent",DN_TrimmedMean_1,17
6,trimmed_mean_5,"distribution,location,raw,locationDependent",DN_TrimmedMean_5,18
7,trimmed_mean_10,"distribution,location,raw,locationDependent",DN_TrimmedMean_10,19
8,trimmed_mean_25,"distribution,location,raw,locationDependent",DN_TrimmedMean_25,20
9,trimmed_mean_50,"distribution,location,raw,locationDependent",DN_TrimmedMean_50,21
10,midhinge,"distribution,location,raw,locationDependent",DN_midhinge,9
11,maximum,"distribution",DN_max,3
12,miminmum,"distribution",DN_min,4
13,rms,"distribution,location,raw,locationDependent,spreadDependent",DN_rms,7
14,burstiness_Goh,"distribution,raw,locationDependent,spreadDependent",DN_burstiness.B,2
15,burstiness_Kim,"distribution,raw,locationDependent,spreadDependent",DN_burstiness.B_Kim,2
16,standard_deviation,"distribution,spread,raw,spreadDependent",DN_Spread_std,22
17,mean_absolute_deviation,"distribution,spread,raw,spreadDependent",DN_Spread_mad,23
18,interquartile_range,"distribution,spread,raw,spreadDependent",DN_Spread_iqr,24
19,median_absolute_deviation,"distribution,spread,raw,spreadDependent",DN_Spread_mead,25
20,DN_Moments_3,"distribution,moment,shape",DN_Moments_3,26
21,DN_Moments_4,"distribution,moment,shape",DN_Moments_4,27
22,DN_Moments_5,"distribution,moment,shape",DN_Moments_5,28
23,DN_Moments_6,"distribution,moment,shape",DN_Moments_6,29
24,DN_Moments_7,"distribution,moment,shape",DN_Moments_7,30
25,DN_Moments_8,"distribution,moment,shape",DN_Moments_8,31
26,DN_Moments_9,"distribution,moment,shape",DN_Moments_9,32
27,DN_Moments_10,"distribution,moment,shape",DN_Moments_10,33
28,DN_Moments_11,"distribution,moment,shape",DN_Moments_11,34
29,DN_Moments_raw_3,"distribution,moment,shape,raw,spreadDependent",DN_Moments_raw_3,35
30,DN_Moments_raw_4,"distribution,moment,shape,raw,spreadDependent",DN_Moments_raw_4,36
31,DN_Moments_raw_5,"distribution,moment,shape,raw,spreadDependent",DN_Moments_raw_5,37
32,DN_Moments_raw_6,"distribution,moment,shape,raw,spreadDependent",DN_Moments_raw_6,38
33,DN_Moments_raw_7,"distribution,moment,shape,raw,spreadDependent",DN_Moments_raw_7,39
34,DN_Moments_raw_8,"distribution,moment,shape,raw,spreadDependent",DN_Moments_raw_8,40
35,DN_Moments_raw_9,"distribution,moment,shape,raw,spreadDependent",DN_Moments_raw_9,41
36,DN_Moments_raw_10,"distribution,moment,shape,raw,spreadDependent",DN_Moments_raw_10,42
37,DN_Moments_raw_11,"distribution,moment,shape,raw,spreadDependent",DN_Moments_raw_11,43
38,skewness_pearson,"distribution,moment,shape,raw,locationDependent",DN_CustomSkewness_pearson,44
39,skewness_bowley,"distribution,moment,shape",DN_CustomSkewness_bowley,45
40,coeff_var_1,"distribution,spread,cv,raw,locationDependent,spreadDependent",DN_cv_1,87
41,coeff_var_2,"distribution,spread,cv,raw,locationDependent,spreadDependent",DN_cv_2,88
42,DN_HistogramMode_5,"distribution",DN_HistogramMode_5,10
43,DN_HistogramMode_10,"distribution",DN_HistogramMode_10,11
44,DN_HistogramMode_21,"distribution",DN_HistogramMode_21,12
45,DN_HistogramMode_abs_5,"distribution",DN_HistogramMode_abs_5,13
46,DN_HistogramMode_abs_10,"distribution",DN_HistogramMode_abs_10,14
47,DN_HistogramMode_abs_21,"distribution",DN_HistogramMode_abs_21,15
48,DN_HistogramAsymmetry_11_densityDiff,"distribution",DN_HistogramAsymmetry_11.densityDiff,16
49,DN_HistogramAsymmetry_11_modeProbPos,"distribution",DN_HistogramAsymmetry_11.modeProbPos,16
50,DN_HistogramAsymmetry_11_modeProbNeg,"distribution",DN_HistogramAsymmetry_11.modeProbNeg,16
51,DN_HistogramAsymmetry_11_modeDiff,"distribution",DN_HistogramAsymmetry_11.modeDiff,16
52,DN_HistogramAsymmetry_11_posMode,"distribution",DN_HistogramAsymmetry_11.posMode,16
53,DN_HistogramAsymmetry_11_negMode,"distribution",DN_HistogramAsymmetry_11.negMode,16
54,DN_HistogramAsymmetry_11_modeAsymmetry,"distribution",DN_HistogramAsymmetry_11.modeAsymmetry,16
55,DN_Withinp_05,"distribution,spread",DN_Withinp_05,46
56,DN_Withinp_10,"distribution,spread",DN_Withinp_10,47
57,DN_Withinp_15,"distribution,spread",DN_Withinp_15,48
58,DN_Withinp_20,"distribution,spread",DN_Withinp_20,49
59,DN_Withinp_25,"distribution,spread",DN_Withinp_25,50
60,DN_Withinp_30,"distribution,spread",DN_Withinp_30,51
61,DN_Withinp_median_05,"distribution,spread",DN_Withinp_median_05,52
62,DN_Withinp_median_10,"distribution,spread",DN_Withinp_median_10,53
63,DN_Withinp_median_15,"distribution,spread",DN_Withinp_median_15,54
64,DN_Withinp_median_20,"distribution,spread",DN_Withinp_median_20,55
65,DN_Withinp_median_25,"distribution,spread",DN_Withinp_median_25,56
66,DN_Withinp_median_30,"distribution,spread",DN_Withinp_median_30,57
67,DN_pleft005,"distribution,spread",DN_pleft_005,58
68,DN_pleft01,"distribution,spread",DN_pleft_01,59
69,DN_pleft02,"distribution,spread",DN_pleft_02,60
70,DN_pleft03,"distribution,spread",DN_pleft_03,61
71,DN_pleft04,"distribution,spread",DN_pleft_04,62
72,DN_pleft05,"distribution,spread",DN_pleft_05,63
73,quantile_1,"distribution",DN_Quantile_1,64
74,quantile_2,"distribution",DN_Quantile_2,65
75,quantile_3,"distribution",DN_Quantile_3,66
76,quantile_4,"distribution",DN_Quantile_4,67
77,quantile_5,"distribution",DN_Quantile_5,68
78,quantile_10,"distribution",DN_Quantile_10,69
79,quantile_20,"distribution",DN_Quantile_20,70
80,quantile_30,"distribution",DN_Quantile_30,71
81,quantile_40,"distribution",DN_Quantile_40,72
82,quantile_50,"distribution",DN_Quantile_50,73
83,quantile_60,"distribution",DN_Quantile_60,74
84,quantile_70,"distribution",DN_Quantile_70,75
85,quantile_80,"distribution",DN_Quantile_80,76
86,quantile_90,"distribution",DN_Quantile_90,77
87,quantile_91,"distribution",DN_Quantile_91,78
88,quantile_92,"distribution",DN_Quantile_92,79
89,quantile_93,"distribution",DN_Quantile_93,80
90,quantile_94,"distribution",DN_Quantile_94,81
91,quantile_95,"distribution",DN_Quantile_95,82
92,quantile_96,"distribution",DN_Quantile_96,83
93,quantile_97,"distribution",DN_Quantile_97,84
94,quantile_98,"distribution",DN_Quantile_98,85
95,quantile_99,"distribution",DN_Quantile_99,86
96,HighLowMu,"distribution,raw,locationDependent,spreadDependent",DN_HighLowMu,89
97,propUnique,"distribution,raw",DN_Unique,90
98,ST_SimpleStats_zcross,"noisiness",ST_SimpleStats_zcross,91
99,ST_SimpleStats_pmcross,"distribution",ST_SimpleStats_pmcross,92
100,DN_ProportionValues_zeros,"distribution,raw",DN_ProportionValues_zeros,93
101,DN_ProportionValues_geq0,"distribution,raw,locationDependent",DN_ProportionValues_geq0,94
102,DN_ProportionValues_positive,"distribution,raw,locationDependent",DN_ProportionValues_positive,95
103,AC_1,"correlation",AC_1,96
104,AC_2,"correlation",AC_2,97
105,AC_3,"correlation",AC_3,98
106,AC_4,"correlation",AC_4,99
107,AC_5,"correlation",AC_5,100
108,AC_6,"correlation",AC_6,101
109,AC_7,"correlation",AC_7,102
110,AC_8,"correlation",AC_8,103
111,AC_9,"correlation",AC_9,104
112,AC_10,"correlation",AC_10,105
113,AC_11,"correlation",AC_11,106
114,AC_12,"correlation",AC_12,107
115,AC_13,"correlation",AC_13,108
116,AC_14,"correlation",AC_14,109
117,AC_15,"correlation",AC_15,110
118,AC_16,"correlation",AC_16,111
119,AC_17,"correlation",AC_17,112
120,AC_18,"correlation",AC_18,113
121,AC_19,"correlation",AC_19,114
122,AC_20,"correlation",AC_20,115
123,AC_21,"correlation",AC_21,116
124,AC_22,"correlation",AC_22,117
125,AC_23,"correlation",AC_23,118
126,AC_24,"correlation",AC_24,119
127,AC_25,"correlation",AC_25,120
128,AC_26,"correlation",AC_26,121
129,AC_27,"correlation",AC_27,122
130,AC_28,"correlation",AC_28,123
131,AC_29,"correlation",AC_29,124
132,AC_30,"correlation",AC_30,125
133,AC_31,"correlation",AC_31,126
134,AC_32,"correlation",AC_32,127
135,AC_33,"correlation",AC_33,128
136,AC_34,"correlation",AC_34,129
137,AC_35,"correlation",AC_35,130
138,AC_36,"correlation",AC_36,131
139,AC_37,"correlation",AC_37,132
140,AC_38,"correlation",AC_38,133
141,AC_39,"correlation",AC_39,134
142,AC_40,"correlation",AC_40,135
143,firstZero_acf_tau,"correlation,timescale",CO_FirstCrossing_acf_0.firstCrossing,136
144,firstZero_acf_point,"correlation,timescale",CO_FirstCrossing_acf_0.pointOfCrossing,136
145,firstCrossing_1e_acf_tau,"correlation,timescale",CO_FirstCrossing_acf_1e.firstCrossing,137
146,firstCrossing_1e_acf_point,"correlation,timescale",CO_FirstCrossing_acf_1e.pointOfCrossing,137
147,firstMin_acf,"correlation,timescale",CO_FirstMin_ac,138
148,firstMin_mi-gaussian,"correlation,AMI",CO_FirstMin_mi-gaussian,139
149,firstMin_mi-kraskov1_4,"correlation,AMI",CO_FirstMin_mi-kraskov1_4,140
150,firstMin_mi-kraskov2_4,"correlation,AMI",CO_FirstMin_mi-kraskov2_4,141
151,firstMin_mi-hist_5,"correlation,AMI",CO_FirstMin_mi-hist_5,142
152,firstMin_mi-hist_10,"correlation,AMI",CO_FirstMin_mi-hist_10,143
153,firstMax_acf,"correlation",CO_FirstMax_ac,144
154,firstMax_mi-gaussian,"correlation,AMI",CO_FirstMax_mi-gaussian,145
155,firstMax_mi-kraskov1_4,"correlation,AMI",CO_FirstMax_mi-kraskov1_4,146
156,firstMax_mi-kraskov2_4,"correlation,AMI",CO_FirstMax_mi-kraskov2_4,147
157,firstMax_mi-hist_5,"correlation,AMI",CO_FirstMax_mi-hist_5,148
158,firstMax_mi-hist_10,"correlation,AMI",CO_FirstMax_mi-hist_10,149
159,AC_nl_12,"correlation,nonlinearautocorr",AC_nl_12,150
160,AC_nl_123,"correlation,nonlinearautocorr",AC_nl_123,151
161,AC_nl_1234,"correlation,nonlinearautocorr",AC_nl_1234,152
162,AC_nl_12345,"correlation,nonlinearautocorr",AC_nl_12345,153
163,AC_nl_123456,"correlation,nonlinearautocorr",AC_nl_123456,154
164,AC_nl_1234567,"correlation,nonlinearautocorr",AC_nl_1234567,155
165,AC_nl_12345678,"correlation,nonlinearautocorr",AC_nl_12345678,156
166,AC_nl_13,"correlation,nonlinearautocorr",AC_nl_13,157
167,AC_nl_24,"correlation,nonlinearautocorr",AC_nl_24,158
168,AC_nl_135,"correlation,nonlinearautocorr",AC_nl_135,159
169,AC_nl_246,"correlation,nonlinearautocorr",AC_nl_246,160
170,AC_nl_1357,"correlation,nonlinearautocorr",AC_nl_1357,161
171,AC_nl_2468,"correlation,nonlinearautocorr",AC_nl_2468,162
172,AC_nl_124,"correlation,nonlinearautocorr",AC_nl_124,163
173,AC_nl_134,"correlation,nonlinearautocorr",AC_nl_134,164
174,AC_nl_14,"correlation,nonlinearautocorr",AC_nl_14,165
175,AC_nl_11,"correlation,nonlinearautocorr",AC_nl_11,166
176,AC_nl_22,"correlation,nonlinearautocorr",AC_nl_22,167
177,AC_nl_33,"correlation,nonlinearautocorr",AC_nl_33,168
178,AC_nl_44,"correlation,nonlinearautocorr",AC_nl_44,169
179,AC_nl_55,"correlation,nonlinearautocorr",AC_nl_55,170
180,AC_nl_66,"correlation,nonlinearautocorr",AC_nl_66,171
181,AC_nl_011,"correlation,nonlinearautocorr",AC_nl_011,172
182,AC_nl_022,"correlation,nonlinearautocorr",AC_nl_022,173
183,AC_nl_033,"correlation,nonlinearautocorr",AC_nl_033,174
184,AC_nl_044,"correlation,nonlinearautocorr",AC_nl_044,175
185,AC_nl_055,"correlation,nonlinearautocorr",AC_nl_055,176
186,AC_nl_066,"correlation,nonlinearautocorr",AC_nl_066,177
187,AC_nl_001,"correlation,nonlinearautocorr",AC_nl_001,178
188,AC_nl_002,"correlation,nonlinearautocorr",AC_nl_002,179
189,AC_nl_003,"correlation,nonlinearautocorr",AC_nl_003,180
190,AC_nl_004,"correlation,nonlinearautocorr",AC_nl_004,181
191,AC_nl_005,"correlation,nonlinearautocorr",AC_nl_005,182
192,AC_nl_006,"correlation,nonlinearautocorr",AC_nl_006,183
193,AC_nl_012,"correlation,nonlinearautocorr",AC_nl_012,184
194,AC_nl_013,"correlation,nonlinearautocorr",AC_nl_013,185
195,AC_nl_023,"correlation,nonlinearautocorr",AC_nl_023,186
196,AC_nl_014,"correlation,nonlinearautocorr",AC_nl_014,187
197,AC_nl_024,"correlation,nonlinearautocorr",AC_nl_024,188
198,AC_nl_034,"correlation,nonlinearautocorr",AC_nl_034,189
199,AC_nl_015,"correlation,nonlinearautocorr",AC_nl_015,190
200,AC_nl_025,"correlation,nonlinearautocorr",AC_nl_025,191
201,AC_nl_035,"correlation,nonlinearautocorr",AC_nl_035,192
202,AC_nl_045,"correlation,nonlinearautocorr",AC_nl_045,193
203,AC_nl_016,"correlation,nonlinearautocorr",AC_nl_016,194
204,AC_nl_026,"correlation,nonlinearautocorr",AC_nl_026,195
205,AC_nl_036,"correlation,nonlinearautocorr",AC_nl_036,196
206,AC_nl_046,"correlation,nonlinearautocorr",AC_nl_046,197
207,AC_nl_056,"correlation,nonlinearautocorr",AC_nl_056,198
208,AC_nl_112,"correlation,nonlinearautocorr",AC_nl_112,199
209,AC_nl_113,"correlation,nonlinearautocorr",AC_nl_113,200
210,AC_nl_122,"correlation,nonlinearautocorr",AC_nl_122,201
211,AC_nl_133,"correlation,nonlinearautocorr",AC_nl_133,202
212,AC_nl_223,"correlation,nonlinearautocorr",AC_nl_223,203
213,AC_nl_233,"correlation,nonlinearautocorr",AC_nl_233,204
214,RM_ami_0,"information,correlation,AMI",CO_RM_AMInformation_0,205
215,RM_ami_1,"information,correlation,AMI",CO_RM_AMInformation_1,206
216,RM_ami_2,"information,correlation,AMI",CO_RM_AMInformation_2,207
217,RM_ami_3,"information,correlation,AMI",CO_RM_AMInformation_3,208
218,RM_ami_4,"information,correlation,AMI",CO_RM_AMInformation_4,209
219,RM_ami_5,"information,correlation,AMI",CO_RM_AMInformation_5,210
220,RM_ami_6,"information,correlation,AMI",CO_RM_AMInformation_6,211
221,RM_ami_7,"information,correlation,AMI",CO_RM_AMInformation_7,212
222,RM_ami_8,"information,correlation,AMI",CO_RM_AMInformation_8,213
223,RM_ami_9,"information,correlation,AMI",CO_RM_AMInformation_9,214
224,RM_ami_10,"information,correlation,AMI",CO_RM_AMInformation_10,215
225,CO_HistogramAMI_std1_2bin_ami1,"information,correlation,AMI",CO_HistogramAMI_std1_2bin.ami1,216
226,CO_HistogramAMI_std1_2bin_ami2,"information,correlation,AMI",CO_HistogramAMI_std1_2bin.ami2,216
227,CO_HistogramAMI_std1_2bin_ami3,"information,correlation,AMI",CO_HistogramAMI_std1_2bin.ami3,216
228,CO_HistogramAMI_std1_2bin_ami4,"information,correlation,AMI",CO_HistogramAMI_std1_2bin.ami4,216
229,CO_HistogramAMI_std1_2bin_ami5,"information,correlation,AMI",CO_HistogramAMI_std1_2bin.ami5,216
230,CO_HistogramAMI_std1_5bin_ami1,"information,correlation,AMI",CO_HistogramAMI_std1_5bin.ami1,217
231,CO_HistogramAMI_std1_5bin_ami2,"information,correlation,AMI",CO_HistogramAMI_std1_5bin.ami2,217
232,CO_HistogramAMI_std1_5bin_ami3,"information,correlation,AMI",CO_HistogramAMI_std1_5bin.ami3,217
233,CO_HistogramAMI_std1_5bin_ami4,"information,correlation,AMI",CO_HistogramAMI_std1_5bin.ami4,217
234,CO_HistogramAMI_std1_5bin_ami5,"information,correlation,AMI",CO_HistogramAMI_std1_5bin.ami5,217
235,CO_HistogramAMI_std1_10bin_ami1,"information,correlation,AMI",CO_HistogramAMI_std1_10bin.ami1,218
236,CO_HistogramAMI_std1_10bin_ami2,"information,correlation,AMI",CO_HistogramAMI_std1_10bin.ami2,218
237,CO_HistogramAMI_std1_10bin_ami3,"information,correlation,AMI",CO_HistogramAMI_std1_10bin.ami3,218
238,CO_HistogramAMI_std1_10bin_ami4,"information,correlation,AMI",CO_HistogramAMI_std1_10bin.ami4,218
239,CO_HistogramAMI_std1_10bin_ami5,"information,correlation,AMI",CO_HistogramAMI_std1_10bin.ami5,218
240,CO_HistogramAMI_std2_2bin_ami1,"information,correlation,AMI",CO_HistogramAMI_std2_2bin.ami1,219
241,CO_HistogramAMI_std2_2bin_ami2,"information,correlation,AMI",CO_HistogramAMI_std2_2bin.ami2,219
242,CO_HistogramAMI_std2_2bin_ami3,"information,correlation,AMI",CO_HistogramAMI_std2_2bin.ami3,219
243,CO_HistogramAMI_std2_2bin_ami4,"information,correlation,AMI",CO_HistogramAMI_std2_2bin.ami4,219
244,CO_HistogramAMI_std2_2bin_ami5,"information,correlation,AMI",CO_HistogramAMI_std2_2bin.ami5,219
245,CO_HistogramAMI_std2_5bin_ami1,"information,correlation,AMI",CO_HistogramAMI_std2_5bin.ami1,220
246,CO_HistogramAMI_std2_5bin_ami2,"information,correlation,AMI",CO_HistogramAMI_std2_5bin.ami2,220
247,CO_HistogramAMI_std2_5bin_ami3,"information,correlation,AMI",CO_HistogramAMI_std2_5bin.ami3,220
248,CO_HistogramAMI_std2_5bin_ami4,"information,correlation,AMI",CO_HistogramAMI_std2_5bin.ami4,220
249,CO_HistogramAMI_std2_5bin_ami5,"information,correlation,AMI",CO_HistogramAMI_std2_5bin.ami5,220
250,CO_HistogramAMI_std2_10bin_ami1,"information,correlation,AMI",CO_HistogramAMI_std2_10bin.ami1,221
251,CO_HistogramAMI_std2_10bin_ami2,"information,correlation,AMI",CO_HistogramAMI_std2_10bin.ami2,221
252,CO_HistogramAMI_std2_10bin_ami3,"information,correlation,AMI",CO_HistogramAMI_std2_10bin.ami3,221
253,CO_HistogramAMI_std2_10bin_ami4,"information,correlation,AMI",CO_HistogramAMI_std2_10bin.ami4,221
254,CO_HistogramAMI_std2_10bin_ami5,"information,correlation,AMI",CO_HistogramAMI_std2_10bin.ami5,221
255,CO_HistogramAMI_even_2bin_ami1,"information,correlation,AMI",CO_HistogramAMI_even_2bin.ami1,222
256,CO_HistogramAMI_even_2bin_ami2,"information,correlation,AMI",CO_HistogramAMI_even_2bin.ami2,222
257,CO_HistogramAMI_even_2bin_ami3,"information,correlation,AMI",CO_HistogramAMI_even_2bin.ami3,222
258,CO_HistogramAMI_even_2bin_ami4,"information,correlation,AMI",CO_HistogramAMI_even_2bin.ami4,222
259,CO_HistogramAMI_even_2bin_ami5,"information,correlation,AMI",CO_HistogramAMI_even_2bin.ami5,222
260,CO_HistogramAMI_even_5bin_ami1,"information,correlation,AMI",CO_HistogramAMI_even_5bin.ami1,223
261,CO_HistogramAMI_even_5bin_ami2,"information,correlation,AMI",CO_HistogramAMI_even_5bin.ami2,223
262,CO_HistogramAMI_even_5bin_ami3,"information,correlation,AMI",CO_HistogramAMI_even_5bin.ami3,223
263,CO_HistogramAMI_even_5bin_ami4,"information,correlation,AMI",CO_HistogramAMI_even_5bin.ami4,223
264,CO_HistogramAMI_even_5bin_ami5,"information,correlation,AMI",CO_HistogramAMI_even_5bin.ami5,223
265,CO_HistogramAMI_even_10bin_ami1,"information,correlation,AMI",CO_HistogramAMI_even_10bin.ami1,224
266,CO_HistogramAMI_even_10bin_ami2,"information,correlation,AMI",CO_HistogramAMI_even_10bin.ami2,224
267,CO_HistogramAMI_even_10bin_ami3,"information,correlation,AMI",CO_HistogramAMI_even_10bin.ami3,224
268,CO_HistogramAMI_even_10bin_ami4,"information,correlation,AMI",CO_HistogramAMI_even_10bin.ami4,224
269,CO_HistogramAMI_even_10bin_ami5,"information,correlation,AMI",CO_HistogramAMI_even_10bin.ami5,224
270,CO_HistogramAMI_quantiles_2bin_ami1,"information,correlation,AMI",CO_HistogramAMI_quantiles_2bin.ami1,225
271,CO_HistogramAMI_quantiles_2bin_ami2,"information,correlation,AMI",CO_HistogramAMI_quantiles_2bin.ami2,225
272,CO_HistogramAMI_quantiles_2bin_ami3,"information,correlation,AMI",CO_HistogramAMI_quantiles_2bin.ami3,225
273,CO_HistogramAMI_quantiles_2bin_ami4,"information,correlation,AMI",CO_HistogramAMI_quantiles_2bin.ami4,225
274,CO_HistogramAMI_quantiles_2bin_ami5,"information,correlation,AMI",CO_HistogramAMI_quantiles_2bin.ami5,225
275,CO_HistogramAMI_quantiles_5bin_ami1,"information,correlation,AMI",CO_HistogramAMI_quantiles_5bin.ami1,226
276,CO_HistogramAMI_quantiles_5bin_ami2,"information,correlation,AMI",CO_HistogramAMI_quantiles_5bin.ami2,226
277,CO_HistogramAMI_quantiles_5bin_ami3,"information,correlation,AMI",CO_HistogramAMI_quantiles_5bin.ami3,226
278,CO_HistogramAMI_quantiles_5bin_ami4,"information,correlation,AMI",CO_HistogramAMI_quantiles_5bin.ami4,226
279,CO_HistogramAMI_quantiles_5bin_ami5,"information,correlation,AMI",CO_HistogramAMI_quantiles_5bin.ami5,226
280,CO_HistogramAMI_quantiles_10bin_ami1,"information,correlation,AMI",CO_HistogramAMI_quantiles_10bin.ami1,227
281,CO_HistogramAMI_quantiles_10bin_ami2,"information,correlation,AMI",CO_HistogramAMI_quantiles_10bin.ami2,227
282,CO_HistogramAMI_quantiles_10bin_ami3,"information,correlation,AMI",CO_HistogramAMI_quantiles_10bin.ami3,227
283,CO_HistogramAMI_quantiles_10bin_ami4,"information,correlation,AMI",CO_HistogramAMI_quantiles_10bin.ami4,227
284,CO_HistogramAMI_quantiles_10bin_ami5,"information,correlation,AMI",CO_HistogramAMI_quantiles_10bin.ami5,227
285,IN_AutoMutualInfoStats_40_gaussian_ami1,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami1,723
286,IN_AutoMutualInfoStats_40_gaussian_ami2,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami2,723
287,IN_AutoMutualInfoStats_40_gaussian_ami3,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami3,723
288,IN_AutoMutualInfoStats_40_gaussian_ami4,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami4,723
289,IN_AutoMutualInfoStats_40_gaussian_ami5,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami5,723
290,IN_AutoMutualInfoStats_40_gaussian_ami6,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami6,723
291,IN_AutoMutualInfoStats_40_gaussian_ami7,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami7,723
292,IN_AutoMutualInfoStats_40_gaussian_ami8,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami8,723
293,IN_AutoMutualInfoStats_40_gaussian_ami9,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami9,723
294,IN_AutoMutualInfoStats_40_gaussian_ami10,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami10,723
295,IN_AutoMutualInfoStats_40_gaussian_ami11,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami11,723
296,IN_AutoMutualInfoStats_40_gaussian_ami12,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami12,723
297,IN_AutoMutualInfoStats_40_gaussian_ami13,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami13,723
298,IN_AutoMutualInfoStats_40_gaussian_ami14,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami14,723
299,IN_AutoMutualInfoStats_40_gaussian_ami15,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami15,723
300,IN_AutoMutualInfoStats_40_gaussian_ami16,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami16,723
301,IN_AutoMutualInfoStats_40_gaussian_ami17,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami17,723
302,IN_AutoMutualInfoStats_40_gaussian_ami18,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami18,723
303,IN_AutoMutualInfoStats_40_gaussian_ami19,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami19,723
304,IN_AutoMutualInfoStats_40_gaussian_ami20,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami20,723
305,IN_AutoMutualInfoStats_40_gaussian_ami21,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami21,723
306,IN_AutoMutualInfoStats_40_gaussian_ami22,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami22,723
307,IN_AutoMutualInfoStats_40_gaussian_ami23,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami23,723
308,IN_AutoMutualInfoStats_40_gaussian_ami24,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami24,723
309,IN_AutoMutualInfoStats_40_gaussian_ami25,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami25,723
310,IN_AutoMutualInfoStats_40_gaussian_ami26,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami26,723
311,IN_AutoMutualInfoStats_40_gaussian_ami27,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami27,723
312,IN_AutoMutualInfoStats_40_gaussian_ami28,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami28,723
313,IN_AutoMutualInfoStats_40_gaussian_ami29,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami29,723
314,IN_AutoMutualInfoStats_40_gaussian_ami30,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami30,723
315,IN_AutoMutualInfoStats_40_gaussian_ami31,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami31,723
316,IN_AutoMutualInfoStats_40_gaussian_ami32,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami32,723
317,IN_AutoMutualInfoStats_40_gaussian_ami33,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami33,723
318,IN_AutoMutualInfoStats_40_gaussian_ami34,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami34,723
319,IN_AutoMutualInfoStats_40_gaussian_ami35,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami35,723
320,IN_AutoMutualInfoStats_40_gaussian_ami36,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami36,723
321,IN_AutoMutualInfoStats_40_gaussian_ami37,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami37,723
322,IN_AutoMutualInfoStats_40_gaussian_ami38,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami38,723
323,IN_AutoMutualInfoStats_40_gaussian_ami39,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami39,723
324,IN_AutoMutualInfoStats_40_gaussian_ami40,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.ami40,723
325,IN_AutoMutualInfoStats_40_gaussian_mami,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.mami,723
326,IN_AutoMutualInfoStats_40_gaussian_stdami,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.stdami,723
327,IN_AutoMutualInfoStats_40_gaussian_pextrema,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.pextrema,723
328,IN_AutoMutualInfoStats_40_gaussian_fmmi,"information,correlation,AMI",IN_AutoMutualInfoStats_40_gaussian.fmmi,723
