,0,1,2
0,0.0426030385819697,0.0438601304782209,0.0438601304782209
1,0.03865616082842,0.0381904400451354,0.0381904400451354
2,0.0423505757643702,0.0420790449912206,0.0420790449912206
3,0.0449130599632343,0.0462071813256478,0.0449130599632343
4,0.0315320591031186,0.0314862827433314,0.0314862827433314
5,0.040213977090648,0.0405715508311787,0.0405715508311787
6,0.0188560647182775,0.0199287774836375,0.0199287774836375
7,0.0292435706499675,0.0305372545060009,0.0292435706504211
8,0.0244641615672074,0.0255407803221797,0.0255407803221797
9,0.0472608416940852,0.0472508965559701,0.0472508965559701
10,0.0283578273562533,0.0293415844333746,0.0293415844333746
11,0.0102681057324418,0.0100874234879854,0.0102681057324513
12,0.0233916578213089,0.0234442161243881,0.0234442161243881
13,0.0171856240977676,0.0172442210739317,0.0171856240985484
14,0.0074451673568233,0.0075526625597773,0.0075526625597773
15,0.043730924606595,0.0437067989239845,0.043730924606595
16,0.0264782575373804,0.0266770600378292,0.0266770600378292
17,0.0229482274510807,0.0236691425341698,0.0236691425341698
18,0.0252536157267667,0.0252807331962809,0.0252536157267667
19,0.0089032724763184,0.0090491601084892,0.0090491601084892
20,0.0024910521638502,0.0024990707009881,0.0024990707009881
21,0.0005260251141792,0.0005239353927799,0.0005239353927799
22,7.209935278859549e-05,7.20430522330151e-05,7.20430522330151e-05
23,0.0009702443200022,0.0009682406386347,0.0009702443200022
24,2.503058059525147e-05,2.394166321255556e-05,2.394166321255556e-05
25,0.0009277912844153,0.0009275749752795,0.0009277912844153
26,0.0007234236234322,0.0007248548781958,0.0007248548781958
27,8.833674564976906e-05,8.841733754515662e-05,8.833674564976906e-05
28,0.0006187006414387,0.000619926689971,0.000619926689971
29,0.0032225540896183,0.0033222693827256,0.0033222693827256
30,0.0004602543775974,0.0004565476719138,0.0004602543775974
31,0.0008040007755563,0.000822842169768,0.0008040007755563
32,2.151094623710121e-05,2.1376355589080743e-05,2.1376355589080743e-05
33,9.952802560447874e-05,9.90673250944283e-05,9.90673250944283e-05
34,9.96518490895804e-05,0.0001022373020347,9.96518490895804e-05
35,0.0018564744013763,0.0018533436739936,0.0018533436739936
36,1.716542168751042e-05,1.7071687408408752e-05,1.7071687408408752e-05
37,0.0005348818238275,0.000553888101646,0.000553888101646
38,0.0003512341426784,0.0003506056331484,0.0003506056331484
39,5.632485255930625e-05,5.6032787968412654e-05,5.6032787968412654e-05
40,0.000863419785264,0.0008607701526053,0.0008607701526053
41,2.231967041403519e-05,2.2029262645115413e-05,2.231967041403519e-05
42,0.0001808247925124,0.0001820929978145,0.0001820929978145
43,0.0024193161346278,0.0024146473791667,0.0024146473791667
44,0.00472079408561,0.0049575554161158,0.0047415034442214
45,2.841846071797884e-05,8.80824182777815e-05,3.959027209383347e-05
46,0.016118928406014,0.0164134260992425,0.0164134260992425
47,0.0010359976075129,0.0010525416684285,0.0010525416684285
48,0.0230617682105083,0.0229894576982141,0.0230617682114146
49,4.752714679742342e-05,4.750294254921721e-05,4.752714679742342e-05
50,2.0690700100688485e-05,2.0651767758370367e-05,2.06937733442013e-05
51,0.000825951359058,0.0008259762937241,0.0008259762937241
52,0.0008786806848107,0.0008759057189154,0.0008759057189154
53,0.0001996661324906,0.0002056659780002,0.0002056659780002
54,0.0001835145776504,0.000183023410408,0.000183023410408
55,0.0001770349571804,0.0001656703540341,0.0001656703540341
56,0.0008095486011799,0.0008034082902782,0.0008034082902782
57,0.0006417577695609,0.0006624212852684,0.0006417577695609
58,0.0204769046670223,0.0205719294172419,0.0205719294172419
59,0.0115413315104906,0.0118812227042935,0.0118812227042935
60,0.0124350751714418,0.0134014882773129,0.0124350751714418
61,0.0131412846153053,0.0138100653963393,0.0138100653963393
62,0.0127960197389741,0.0128276511853032,0.0127960197389741
63,0.0135288267742885,0.0137851030015237,0.0135333304272253
64,,,
65,,,
66,,,
67,,,
68,0.0028930416431236,0.0029087866803373,0.0029087866803373
69,0.0146903958625505,0.0147225931873951,0.0147225931873951
70,5.360892745742666e-09,1.1294815597164973e-08,5.360892745742666e-09
71,1.5391374695613664e-08,5.275593765637604e-07,1.5392350513433136e-08
72,6.808467021769351e-11,,
73,3.1903638916056067e-09,1.5202141717969527e-09,3.1903638916056067e-09
74,3.3740450110568755e-10,4.367343452279979e-10,3.3740450110568755e-10
75,0.0003141852526816,0.0003241673354254,0.0003241673354254
76,3.892182812745839e-09,1.3511810874281761e-07,3.892992073183824e-09
77,6.081457005297367e-06,3.0556591145184828e-06,3.0556591145184828e-06
78,4.7986939139391e-07,9.688932200706668e-06,5.193244313112139e-07
79,3.316499206828502e-09,6.770587624488643e-08,3.316499206828502e-09
80,0.0263164817825863,0.0262642556203085,0.0262642556203085
81,6.168258396903688e-08,1.1737377122877476e-05,2.1491109659133659e-07
82,2.1944598870287985e-06,6.1090548027018505e-06,2.194459887292252e-06
83,3.3820462894442536e-08,4.8174162261506583e-08,3.3820462894442536e-08
84,2.0457751519781347e-06,2.380006282877065e-05,3.4799578170738243e-06
85,0.0189777118165236,0.0187893970802793,0.0189777118165236
86,1.698370120043219e-09,5.712362969678575e-06,5.085691456479267e-09
87,5.183762633528353e-07,2.450258699054957e-05,5.183762633528353e-07
88,3.0297362247311018e-06,3.04943230466668e-06,3.0297362247311018e-06
89,,,
90,1.2114409741860114e-05,1.3150394262359105e-05,1.2114409741860114e-05
91,8.822923919543749e-07,1.340759594266414e-05,8.867372277433887e-07
92,0.0015461675056798,0.0018586329652013,0.0018586329652013
93,0.0008842090798704,0.000930719048725,0.000930719048725
94,1.095618309422143e-07,4.764728707349457e-06,1.3185160886815524e-07
95,0.0053078925522821,0.005477942842122,0.005477942842122
96,0.0105283355167423,0.0083975659257748,0.0083975659257748
97,0.0110113248577898,0.0121189169644791,0.0110113248577898
98,0.0461906990541247,0.044109264138042,0.0461906990541247
99,,,
100,3.761595221247167e-08,1.315066608610877e-09,1.315066608610877e-09
101,2.517281334620828e-06,,
102,3.033803617026252e-09,,
103,2.682698360318887e-05,2.6675087344801345e-05,2.6675087344801345e-05
104,0.0284523588840378,0.0284143341417035,0.0284523752677211
105,7.657589403020404e-07,9.001623604817793e-06,7.657589403020404e-07
106,0.0367512218170826,0.0378694649128081,0.0378694649128081
107,0.0405388685468222,0.0390521970244858,0.0390521970244858
108,0.0321814438085106,0.0343047470229002,0.0343047470229002
109,0.0103367025752524,0.0101500005322729,0.0101500005322729
110,0.0018591546061731,0.0022594932051481,0.0018591546061731
111,0.0016485623855021,0.0027046811629996,0.0022146654461548
112,1.3131086274441037e-05,8.299727690834739e-05,1.3245827352805875e-05
113,5.6599047562279876e-11,2.284265026920896e-06,1.1699602417672335e-10
114,1.0504967339795856e-10,0.013664318781541,2.697251915556175e-07
115,0.0090601608182929,0.0093225973424821,0.0093225973424821
116,0.0174745754057224,0.0166664061087372,0.0166664061087372
117,0.0016404340482394,0.0031011198060104,0.0018667613536941
118,2.6227811755436576e-10,3.21745670541568e-06,7.884785816727384e-09
119,0.009108138833016,0.009577604372201,0.009577604372201
120,1.929066239624538e-06,1.41962314213302e-05,1.929066239624538e-06
121,2.399584981998836e-10,7.828174076959807e-06,7.828174076959807e-06
122,0.0012104762555912,0.0012123387777062,0.0012123387777062
123,0.0011553806533782,0.0012350599481461,0.0012350599481461
124,1.3016553218399771e-09,7.893967606918322e-08,1.3016553218399771e-09
125,0.003806715940918,0.0037004563980632,0.0037004563980632
126,0.010682236026128,0.0105206436889347,0.0105206436889347
127,4.618118704949553e-07,2.8496977153925e-06,4.618118704949553e-07
128,1.3448567402047395e-06,4.605464564885309e-05,1.3448567402047395e-06
129,0.0001192060968625,0.00012521044371,0.00012521044371
130,0.0012924890790954,0.0013158502877064,0.0012961607938012
131,2.362934995820214e-10,3.275754139906401e-09,2.362934995820214e-10
132,2.50477954721802e-09,,
133,0.0129105861920814,0.013677424686347,0.013677424686347
134,0.0194862461919219,0.0199236565873278,0.0199236565873278
135,0.010986318282799,0.0100462780493956,0.0100462780493956
136,0.0295312732618655,0.0286506918850282,0.0286506918850282
137,0.0389942609277818,0.0379656568308217,0.0379656568308217
138,0.032396333729563,0.0326295010885352,0.032396333729591
139,0.0264267811328795,0.0252311383066906,0.0252311383066906
140,0.0317222145228948,0.0312328894296051,0.0312328894296051
141,0.0342625385410435,0.0337100712785115,0.0337100712785115
142,,,
143,,,
144,0.0292282172406088,0.0290183954001067,0.0290183954001067
145,0.0681040449759148,0.0667693979196891,0.0667693979196891
146,0.0649546145142915,0.0613924120770839,0.064954614519117
147,0.069594106953033,0.0709026312996676,0.069594106953033
148,0.0791536567630906,0.0768174403470502,0.0768174403470502
149,0.0834846305213495,0.0846244647219689,0.0846244647219689
150,0.108510477881526,0.1096398766230748,0.1096398766230748
151,0.098622481891996,0.0976265073260848,0.0976265073260848
152,0.0072456032653303,0.0084413199588291,0.0072500878171592
153,0.0050490409602058,0.0053359910540139,0.0053359910540139
154,0.0099429965053156,0.0101094737144616,0.0101094737144616
155,0.0081775221651728,0.0137719524556885,0.0083186720781743
156,0.0116859868464544,,
157,,,
158,0.0081775221651728,0.0137719524556885,0.0083186720781743
159,0.0101194001044176,0.0101194311169091,0.0101194001044176
160,0.0001078477646476,0.0001643604433465,0.0001078477646476
161,3.626295500408894e-05,0.0007481449097084,0.0007481449097084
162,,,
163,,,
164,3.510948754218855e-05,2.028181466133012e-05,2.028181466133012e-05
165,0.0117991661934881,0.0102215858926054,0.0102215858926054
166,0.11256171935426612,0.1047904221929836,0.1047904221929836
167,0.13041415969601,0.1233231050926713,0.1233231050926713
168,0.0607492776133928,0.0479106096066468,0.0479106096066468
169,0.0117991661934881,0.0102215858926054,0.0102215858926054
170,0.0059084037354876,0.0070958711806915,0.0059222336642779
171,0.0206534751276336,0.0200961851962203,0.0206534751276336
172,0.0088143154987404,0.009972357327944,0.009972357327944
173,,,
174,,,
175,0.0521924818394831,0.0503127026576087,0.0521924818394831
176,5.5788411403769045e-05,5.669277715551837e-05,5.669277715551837e-05
177,0.051012850984607,0.0457875254416416,0.0514203490010607
178,1.2476046466593652e-05,3.6763993315374734e-11,3.6763993315374734e-11
179,,,
180,,,
181,,,
182,1.2476046466593652e-05,3.6763993315374734e-11,3.6763993315374734e-11
183,0.0356733207175967,0.0366499857837704,0.0366499857837704
184,0.0481529235732202,0.0462459679979577,0.0462459679979577
185,0.0482158504599158,0.0453620643939245,0.0453620643939245
186,0.0484840678830383,0.0433311827863798,0.0433311827863798
187,0.0456032946452588,0.0425982018106501,0.0425982018106501
188,,,
189,,,
190,,,
191,,,
192,0.083105656160234,0.0841901414522952,0.0841275400423923
193,0.0680697211937336,0.0691070291232498,0.0691070291232498
194,0.055757157825974,0.0566507228985052,0.0566507228985052
195,,,
196,,,
197,0.0714796394103449,0.0731582302084818,0.0731582302084818
198,0.055757157825974,0.0566507228985052,0.0566507228985052
199,0.0904543545892832,0.0882404888552676,0.0882404888552676
200,0.0023835630808523,0.0023332283644294,0.0023912268452523
201,0.0016308350787429,0.0015671748045739,0.0015671748045739
202,0.0016071353071195,0.0015960760517287,0.0016071353071195
203,0.0057813483242956,0.0059247970735513,0.0059247970735513
204,0.0023835630808523,0.0023332283644294,0.0023912268452523
205,0.0016308350787429,0.0015671748045739,0.0015671748045739
206,,,
207,0.0057813483242956,0.0059247970735513,0.0059247970735513
208,0.0016308350787429,0.0015671748045739,0.0015671748045739
209,0.0620477677064807,0.0527181349830195,0.0527181349830195
210,0.0620477677064807,0.0527181349830195,0.0527181349830195
211,,,
212,,,
213,0.0630008057113118,0.0524700922659,0.0524700922659
214,0.0532607179132714,0.0465337217547076,0.0465337217547076
215,0.003215011022992,0.0006439075701182,0.0006439075701182
216,0.0004960857037928,0.0007105958171931,0.0007105958171931
217,,,
218,,,
219,0.003215011022992,0.0006439075701182,0.0006439075701182
220,0.0284473297189368,0.0287733507692269,0.0284473297189368
221,0.0284473297189368,0.0287733507692269,0.0284473297189368
222,0.0388177452275631,0.0418090474454239,0.0418090474454239
223,0.0467122006954121,0.0443104747032999,0.0443104747032999
224,,,
225,,,
226,0.0388177452275631,0.0418090474454239,0.0418090474454239
227,0.0467122006954121,0.0443104747032999,0.0443104747032999
228,0.0531050460005301,0.051131159717247,0.051131159717247
229,0.0665192430672647,0.0644751888509022,0.0644751888509022
230,0.0549223561471219,0.0565388406057755,0.0565388406057755
231,0.0586951384616191,0.0615593800768608,0.0615593800768608
232,0.0665192430672647,0.0644751888509022,0.0644751888509022
233,,,
234,0.0549223561471219,0.0565388406057755,0.0565388406057755
235,0.0531050460005301,0.051131159717247,0.051131159717247
236,0.0627714850367628,0.0608026510286918,0.0608026510286918
237,0.0938025552078132,0.093528412625935,0.093528412625935
238,0.0627714850367628,0.0608026510286918,0.0608026510286918
239,,,
240,,,
241,0.0627714850367628,0.0608026510286918,0.0608026510286918
242,0.0938025552078132,0.093528412625935,0.093528412625935
243,0.0859016423995907,0.0873504774807765,0.0873504774807765
244,0.075390925486487,0.0754205666533285,0.0753909254913644
245,0.0847898550248003,0.0876591868166738,0.0876591868166738
246,,,
247,,,
248,,,
249,,,
250,,,
251,,,
252,0.1046883434516612,0.1056755488412418,0.1046883434516612
253,0.0214098993104613,0.0201476361042573,0.0201476361042573
254,0.0216687418800609,0.0204279447547241,0.0204279447547241
255,0.0300105768204141,0.0256575331759809,0.0256575331759809
256,0.0216687418800609,0.0204279447547241,0.0204279447547241
257,0.0136085292538559,0.0118179228059694,0.0118179228059694
258,0.024026332423259,0.0179505418086664,0.0179505418086664
259,0.0244945894089944,0.0224195894448262,0.0224195894448262
260,,,
261,,,
262,,,
263,,,
264,0.0358971496961282,0.0330848467175193,0.0330848467175193
265,0.0358971496961282,0.0330848467175193,0.0330848467175193
266,0.0287214789344342,0.0213191096973286,0.0213191096973286
267,,,
268,,,
269,0.0287214789344342,0.0213191096973286,0.0213191096973286
270,0.0361273482337331,0.0309021265514264,0.0309021265514264
271,0.0399078983437241,0.0305589932836518,0.0305589932836518
272,0.0338544162481648,0.0262733990252011,0.0262733990252011
273,0.0251897476713711,0.0150924794882663,0.0150924794882663
274,0.0338544162481648,0.0262733990252011,0.0262733990252011
